КодЗаказа,КодКлиента,КодСотрудника,ДатаРазмещения,ДатаНазначения,ДатаИсполнения,Доставка,СтоимостьДоставки,НазваниеПолучателя,АдресПолучателя,ГородПолучателя,ОбластьПолучателя,ИндексПолучателя,СтранаПолучателя
10672,"BERGS",9,"09/17/97 00:00:00","10/01/97 00:00:00","09/26/97 00:00:00",2,95.7500,"Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10673,"WILMK",2,"09/18/97 00:00:00","10/16/97 00:00:00","09/19/97 00:00:00",1,22.7600,"Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10674,"ISLAT",4,"09/18/97 00:00:00","10/16/97 00:00:00","09/30/97 00:00:00",2,0.9000,"Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10675,"FRANK",5,"09/19/97 00:00:00","10/17/97 00:00:00","09/23/97 00:00:00",2,31.8500,"Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10676,"TORTU",2,"09/22/97 00:00:00","10/20/97 00:00:00","09/29/97 00:00:00",2,2.0100,"Tortuga Restaurante","Avda. Azteca 123","Мехико",,"05033","Мексика"
10677,"ANTON",7,"09/22/97 00:00:00","10/20/97 00:00:00","09/26/97 00:00:00",1,4.0300,"Antonio Moreno Taqueria","Mataderos  2312","Мехико",,"05023","Мексика"
10678,"SAVEA",7,"09/23/97 00:00:00","10/21/97 00:00:00","10/16/97 00:00:00",3,388.9800,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10679,"BLONP",8,"09/23/97 00:00:00","10/21/97 00:00:00","09/30/97 00:00:00",2,27.9400,"Blondel pere et fils","24, place Kleber","Страсбург",,"67000","Франция"
10680,"OLDWO",1,"09/24/97 00:00:00","10/22/97 00:00:00","09/26/97 00:00:00",1,26.6100,"Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10681,"GREAL",3,"09/25/97 00:00:00","10/23/97 00:00:00","09/30/97 00:00:00",3,76.1300,"Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
10682,"ANTON",3,"09/25/97 00:00:00","10/23/97 00:00:00","10/01/97 00:00:00",2,36.1300,"Antonio Moreno Taqueria","Mataderos  2312","Мехико",,"05023","Мексика"
10683,"DUMON",2,"09/26/97 00:00:00","10/24/97 00:00:00","10/01/97 00:00:00",1,4.4000,"Du monde entier","67, rue des Cinquante Otages","Нант",,"44000","Франция"
10684,"OTTIK",3,"09/26/97 00:00:00","10/24/97 00:00:00","09/30/97 00:00:00",1,145.6300,"Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
10685,"GOURL",4,"09/29/97 00:00:00","10/13/97 00:00:00","10/03/97 00:00:00",2,33.7500,"Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10686,"PICCO",2,"09/30/97 00:00:00","10/28/97 00:00:00","10/08/97 00:00:00",1,96.5000,"Piccolo und mehr","Geislweg 14","Зальцбург",,"5020","Австрия"
10687,"HUNGO",9,"09/30/97 00:00:00","10/28/97 00:00:00","10/30/97 00:00:00",2,296.4300,"Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10688,"VAFFE",4,"10/01/97 00:00:00","10/15/97 00:00:00","10/07/97 00:00:00",2,299.0900,"Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10689,"BERGS",1,"10/01/97 00:00:00","10/29/97 00:00:00","10/07/97 00:00:00",2,13.4200,"Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10690,"HANAR",1,"10/02/97 00:00:00","10/30/97 00:00:00","10/03/97 00:00:00",1,15.8000,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10691,"QUICK",2,"10/03/97 00:00:00","11/14/97 00:00:00","10/22/97 00:00:00",2,810.0500,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10692,"MAISD",8,"10/03/97 00:00:00","10/31/97 00:00:00","10/13/97 00:00:00",2,61.7500,"Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10693,"WHITC",3,"10/06/97 00:00:00","10/20/97 00:00:00","10/10/97 00:00:00",3,139.3400,"White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10694,"QUICK",8,"10/06/97 00:00:00","11/03/97 00:00:00","10/09/97 00:00:00",3,398.3600,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10695,"WILMK",7,"10/07/97 00:00:00","11/18/97 00:00:00","10/14/97 00:00:00",1,16.7200,"Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
10696,"WHITC",8,"10/08/97 00:00:00","11/19/97 00:00:00","10/14/97 00:00:00",3,102.5500,"White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10697,"LINOD",3,"10/08/97 00:00:00","11/05/97 00:00:00","10/14/97 00:00:00",1,45.5200,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10698,"ERNSH",4,"10/09/97 00:00:00","11/06/97 00:00:00","10/17/97 00:00:00",1,272.4700,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10699,"MORGK",3,"10/09/97 00:00:00","11/06/97 00:00:00","10/13/97 00:00:00",3,0.5800,"Morgenstern Gesundkost","Heerstr. 22","Лейпциг",,"04179","Германия"
10700,"SAVEA",3,"10/10/97 00:00:00","11/07/97 00:00:00","10/16/97 00:00:00",1,65.1000,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10701,"HUNGO",6,"10/13/97 00:00:00","10/27/97 00:00:00","10/15/97 00:00:00",3,220.3100,"Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10702,"ALFKI",4,"10/13/97 00:00:00","11/24/97 00:00:00","10/21/97 00:00:00",1,23.9400,"Alfreds Futterkiste","Obere Str. 57","Берлин",,"12209","Германия"
10703,"FOLKO",6,"10/14/97 00:00:00","11/11/97 00:00:00","10/20/97 00:00:00",2,152.3000,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10704,"QUEEN",6,"10/14/97 00:00:00","11/11/97 00:00:00","11/07/97 00:00:00",1,4.7800,"Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10705,"HILAA",9,"10/15/97 00:00:00","11/12/97 00:00:00","11/18/97 00:00:00",2,3.5200,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10706,"OLDWO",8,"10/16/97 00:00:00","11/13/97 00:00:00","10/21/97 00:00:00",3,135.6300,"Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10707,"AROUT",4,"10/16/97 00:00:00","10/30/97 00:00:00","10/23/97 00:00:00",3,21.7400,"Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10708,"THEBI",6,"10/17/97 00:00:00","11/28/97 00:00:00","11/05/97 00:00:00",2,2.9600,"The Big Cheese","89 Jefferson Way
Suite 2","Портленд","OR","97201","США"
10709,"GOURL",1,"10/17/97 00:00:00","11/14/97 00:00:00","11/20/97 00:00:00",3,210.8000,"Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10710,"FRANS",1,"10/20/97 00:00:00","11/17/97 00:00:00","10/23/97 00:00:00",1,4.9800,"Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
10711,"SAVEA",5,"10/21/97 00:00:00","12/02/97 00:00:00","10/29/97 00:00:00",2,52.4100,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10712,"HUNGO",3,"10/21/97 00:00:00","11/18/97 00:00:00","10/31/97 00:00:00",1,89.9300,"Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10713,"SAVEA",1,"10/22/97 00:00:00","11/19/97 00:00:00","10/24/97 00:00:00",1,167.0500,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10714,"SAVEA",5,"10/22/97 00:00:00","11/19/97 00:00:00","10/27/97 00:00:00",3,24.4900,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10715,"BONAP",3,"10/23/97 00:00:00","11/06/97 00:00:00","10/29/97 00:00:00",1,63.2000,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10716,"RANCH",4,"10/24/97 00:00:00","11/21/97 00:00:00","10/27/97 00:00:00",2,22.5700,"Rancho grande","Av. del Libertador 900","Буэнос-Айрес",,"1010","Аргентина"
10717,"FRANK",1,"10/24/97 00:00:00","11/21/97 00:00:00","10/29/97 00:00:00",2,59.2500,"Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10718,"KOENE",1,"10/27/97 00:00:00","11/24/97 00:00:00","10/29/97 00:00:00",3,170.8800,"Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10719,"LETSS",8,"10/27/97 00:00:00","11/24/97 00:00:00","11/05/97 00:00:00",2,51.4400,"Let's Stop N Shop","87 Polk St.
Suite 5","Сан-Франциско","CA","94117","США"
10720,"QUEDE",8,"10/28/97 00:00:00","11/11/97 00:00:00","11/05/97 00:00:00",2,9.5300,"Que Delicia","Rua da Panificadora, 12","Рио-де-Жанейро","RJ","02389-673","Бразилия"
10721,"QUICK",5,"10/29/97 00:00:00","11/26/97 00:00:00","10/31/97 00:00:00",3,48.9200,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10722,"SAVEA",8,"10/29/97 00:00:00","12/10/97 00:00:00","11/04/97 00:00:00",1,74.5800,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10723,"WHITC",3,"10/30/97 00:00:00","11/27/97 00:00:00","11/25/97 00:00:00",1,21.7200,"White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10724,"MEREP",8,"10/30/97 00:00:00","12/11/97 00:00:00","11/05/97 00:00:00",2,57.7500,"Mere Paillarde","43 rue St. Laurent","Монреаль","Quebec","H1J 1C3","Канада"
10725,"FAMIA",4,"10/31/97 00:00:00","11/28/97 00:00:00","11/05/97 00:00:00",3,10.8300,"Familia Arquibaldo","Rua Oros, 92","Сан-Пауло","SP","05442-030","Бразилия"
10726,"EASTC",4,"11/03/97 00:00:00","11/17/97 00:00:00","12/05/97 00:00:00",1,16.5600,"Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
10727,"REGGC",2,"11/03/97 00:00:00","12/01/97 00:00:00","12/05/97 00:00:00",1,89.9000,"Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
10728,"QUEEN",4,"11/04/97 00:00:00","12/02/97 00:00:00","11/11/97 00:00:00",2,58.3300,"Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10729,"LINOD",8,"11/04/97 00:00:00","12/16/97 00:00:00","11/14/97 00:00:00",3,141.0600,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10730,"BONAP",5,"11/05/97 00:00:00","12/03/97 00:00:00","11/14/97 00:00:00",1,20.1200,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10731,"CHOPS",7,"11/06/97 00:00:00","12/04/97 00:00:00","11/14/97 00:00:00",1,96.6500,"Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
10732,"BONAP",3,"11/06/97 00:00:00","12/04/97 00:00:00","11/07/97 00:00:00",1,16.9700,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10733,"BERGS",1,"11/07/97 00:00:00","12/05/97 00:00:00","11/10/97 00:00:00",3,110.1100,"Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10734,"GOURL",2,"11/07/97 00:00:00","12/05/97 00:00:00","11/12/97 00:00:00",3,1.6300,"Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10735,"LETSS",6,"11/10/97 00:00:00","12/08/97 00:00:00","11/21/97 00:00:00",2,45.9700,"Let's Stop N Shop","87 Polk St.
Suite 5","Сан-Франциско","CA","94117","США"
10736,"HUNGO",9,"11/11/97 00:00:00","12/09/97 00:00:00","11/21/97 00:00:00",2,44.1000,"Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10737,"VINET",2,"11/11/97 00:00:00","12/09/97 00:00:00","11/18/97 00:00:00",2,7.7900,"Vins et alcools Chevalier","59 rue de l'Abbaye","Реймс",,"51100","Франция"
10738,"SPECD",2,"11/12/97 00:00:00","12/10/97 00:00:00","11/18/97 00:00:00",1,2.9100,"Specialites du monde","25, rue Lauriston","Париж",,"75016","Франция"
10739,"VINET",3,"11/12/97 00:00:00","12/10/97 00:00:00","11/17/97 00:00:00",3,11.0800,"Vins et alcools Chevalier","59 rue de l'Abbaye","Реймс",,"51100","Франция"
10740,"WHITC",4,"11/13/97 00:00:00","12/11/97 00:00:00","11/25/97 00:00:00",2,81.8800,"White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
10741,"AROUT",4,"11/14/97 00:00:00","11/28/97 00:00:00","11/18/97 00:00:00",3,10.9600,"Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10742,"BOTTM",3,"11/14/97 00:00:00","12/12/97 00:00:00","11/18/97 00:00:00",3,243.7300,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10743,"AROUT",1,"11/17/97 00:00:00","12/15/97 00:00:00","11/21/97 00:00:00",2,23.7200,"Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10744,"VAFFE",6,"11/17/97 00:00:00","12/15/97 00:00:00","11/24/97 00:00:00",1,69.1900,"Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10745,"QUICK",9,"11/18/97 00:00:00","12/16/97 00:00:00","11/27/97 00:00:00",1,3.5200,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10746,"CHOPS",1,"11/19/97 00:00:00","12/17/97 00:00:00","11/21/97 00:00:00",3,31.4300,"Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
10747,"PICCO",6,"11/19/97 00:00:00","12/17/97 00:00:00","11/26/97 00:00:00",1,117.3300,"Piccolo und mehr","Geislweg 14","Зальцбург",,"5020","Австрия"
10748,"SAVEA",3,"11/20/97 00:00:00","12/18/97 00:00:00","11/28/97 00:00:00",1,232.5500,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10749,"ISLAT",4,"11/20/97 00:00:00","12/18/97 00:00:00","12/19/97 00:00:00",2,61.5300,"Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10750,"WARTH",9,"11/21/97 00:00:00","12/19/97 00:00:00","11/24/97 00:00:00",1,79.3000,"Wartian Herkku","Torikatu 38","Оулу",,"90110","Финляндия"
10751,"RICSU",3,"11/24/97 00:00:00","12/22/97 00:00:00","12/03/97 00:00:00",3,130.7900,"Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
10752,"NORTS",2,"11/24/97 00:00:00","12/22/97 00:00:00","11/28/97 00:00:00",3,1.3900,"North/South","South House
300 Queensbridge","Лондон",,"SW7 1RZ","Великобритания"
10753,"FRANS",3,"11/25/97 00:00:00","12/23/97 00:00:00","11/27/97 00:00:00",1,7.7000,"Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
10754,"MAGAA",6,"11/25/97 00:00:00","12/23/97 00:00:00","11/27/97 00:00:00",3,2.3800,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10755,"BONAP",4,"11/26/97 00:00:00","12/24/97 00:00:00","11/28/97 00:00:00",2,16.7100,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
10756,"SPLIR",8,"11/27/97 00:00:00","12/25/97 00:00:00","12/02/97 00:00:00",2,73.2100,"Split Rail Beer & Ale","P.O. Box 555","Лендер","WY","82520","США"
10757,"SAVEA",6,"11/27/97 00:00:00","12/25/97 00:00:00","12/15/97 00:00:00",1,8.1900,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10758,"RICSU",3,"11/28/97 00:00:00","12/26/97 00:00:00","12/04/97 00:00:00",3,138.1700,"Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
10759,"ANATR",3,"11/28/97 00:00:00","12/26/97 00:00:00","12/12/97 00:00:00",3,11.9900,"Ana Trujillo Emparedados y helados","Avda. de la Constitucion 2222","Мехико",,"05021","Мексика"
10760,"MAISD",4,"12/01/97 00:00:00","12/29/97 00:00:00","12/10/97 00:00:00",1,155.6400,"Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10761,"RATTC",5,"12/02/97 00:00:00","12/30/97 00:00:00","12/08/97 00:00:00",2,18.6600,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10762,"FOLKO",3,"12/02/97 00:00:00","12/30/97 00:00:00","12/09/97 00:00:00",1,328.7400,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10763,"FOLIG",3,"12/03/97 00:00:00","12/31/97 00:00:00","12/08/97 00:00:00",3,37.3500,"Folies gourmandes","184, chaussee de Tournai","Лилль",,"59000","Франция"
10764,"ERNSH",6,"12/03/97 00:00:00","12/31/97 00:00:00","12/08/97 00:00:00",3,145.4500,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10765,"QUICK",3,"12/04/97 00:00:00","01/01/98 00:00:00","12/09/97 00:00:00",3,42.7400,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10766,"OTTIK",4,"12/05/97 00:00:00","01/02/98 00:00:00","12/09/97 00:00:00",1,157.5500,"Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
10767,"SUPRD",4,"12/05/97 00:00:00","01/02/98 00:00:00","12/15/97 00:00:00",3,1.5900,"Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
10768,"AROUT",3,"12/08/97 00:00:00","01/05/98 00:00:00","12/15/97 00:00:00",2,146.3200,"Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10769,"VAFFE",3,"12/08/97 00:00:00","01/05/98 00:00:00","12/12/97 00:00:00",1,65.0600,"Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10770,"HANAR",8,"12/09/97 00:00:00","01/06/98 00:00:00","12/17/97 00:00:00",3,5.3200,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10771,"ERNSH",9,"12/10/97 00:00:00","01/07/98 00:00:00","01/02/98 00:00:00",2,11.1900,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10772,"LEHMS",3,"12/10/97 00:00:00","01/07/98 00:00:00","12/19/97 00:00:00",2,91.2800,"Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
10773,"ERNSH",1,"12/11/97 00:00:00","01/08/98 00:00:00","12/16/97 00:00:00",3,96.4300,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10774,"FOLKO",4,"12/11/97 00:00:00","12/25/97 00:00:00","12/12/97 00:00:00",1,48.2000,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10775,"THECR",7,"12/12/97 00:00:00","01/09/98 00:00:00","12/26/97 00:00:00",1,20.2500,"The Cracker Box","55 Grizzly Peak Rd.","Бут","MT","59801","США"
10776,"ERNSH",1,"12/15/97 00:00:00","01/12/98 00:00:00","12/18/97 00:00:00",3,351.5300,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10777,"GOURL",7,"12/15/97 00:00:00","12/29/97 00:00:00","01/21/98 00:00:00",2,3.0100,"Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10778,"BERGS",3,"12/16/97 00:00:00","01/13/98 00:00:00","12/24/97 00:00:00",1,6.7900,"Berglunds snabbkop","Berguvsvagen  8","Лулео",,"S-958 22","Швеция"
10779,"MORGK",3,"12/16/97 00:00:00","01/13/98 00:00:00","01/14/98 00:00:00",2,58.1300,"Morgenstern Gesundkost","Heerstr. 22","Лейпциг",,"04179","Германия"
10780,"LILAS",2,"12/16/97 00:00:00","12/30/97 00:00:00","12/25/97 00:00:00",1,42.1300,"LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
10781,"WARTH",2,"12/17/97 00:00:00","01/14/98 00:00:00","12/19/97 00:00:00",3,73.1600,"Wartian Herkku","Torikatu 38","Оулу",,"90110","Финляндия"
10782,"CACTU",9,"12/17/97 00:00:00","01/14/98 00:00:00","12/22/97 00:00:00",3,1.1000,"Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
10783,"HANAR",4,"12/18/97 00:00:00","01/15/98 00:00:00","12/19/97 00:00:00",2,124.9800,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10784,"MAGAA",4,"12/18/97 00:00:00","01/15/98 00:00:00","12/22/97 00:00:00",3,70.0900,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Бергамо",,"24100","Италия"
10785,"GROSR",1,"12/18/97 00:00:00","01/15/98 00:00:00","12/24/97 00:00:00",3,1.5100,"GROSELLA-Restaurante","5S Ave. Los Palos Grandes","Каракас","DF","1081","Венесуэлла"
10786,"QUEEN",8,"12/19/97 00:00:00","01/16/98 00:00:00","12/23/97 00:00:00",1,110.8700,"Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10787,"LAMAI",2,"12/19/97 00:00:00","01/02/98 00:00:00","12/26/97 00:00:00",1,249.9300,"La maison d'Asie","1 rue Alsace-Lorraine","Тулуза",,"31000","Франция"
10788,"QUICK",1,"12/22/97 00:00:00","01/19/98 00:00:00","01/19/98 00:00:00",2,42.7000,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10789,"FOLIG",1,"12/22/97 00:00:00","01/19/98 00:00:00","12/31/97 00:00:00",2,100.6000,"Folies gourmandes","184, chaussee de Tournai","Лилль",,"59000","Франция"
10790,"GOURL",6,"12/22/97 00:00:00","01/19/98 00:00:00","12/26/97 00:00:00",1,28.2300,"Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10791,"FRANK",6,"12/23/97 00:00:00","01/20/98 00:00:00","01/01/98 00:00:00",2,16.8500,"Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
10792,"WOLZA",1,"12/23/97 00:00:00","01/20/98 00:00:00","12/31/97 00:00:00",3,23.7900,"Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
10793,"AROUT",3,"12/24/97 00:00:00","01/21/98 00:00:00","01/08/98 00:00:00",3,4.5200,"Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
10794,"QUEDE",6,"12/24/97 00:00:00","01/21/98 00:00:00","01/02/98 00:00:00",1,21.4900,"Que Delicia","Rua da Panificadora, 12","Рио-де-Жанейро","RJ","02389-673","Бразилия"
10795,"ERNSH",8,"12/24/97 00:00:00","01/21/98 00:00:00","01/20/98 00:00:00",2,126.6600,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10796,"HILAA",3,"12/25/97 00:00:00","01/22/98 00:00:00","01/14/98 00:00:00",1,26.5200,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10797,"DRACD",7,"12/25/97 00:00:00","01/22/98 00:00:00","01/05/98 00:00:00",2,33.3500,"Drachenblut Delikatessen","Walserweg 21","Ахен",,"52066","Германия"
10798,"ISLAT",2,"12/26/97 00:00:00","01/23/98 00:00:00","01/05/98 00:00:00",1,2.3300,"Island Trading","Garden House
Crowther Way","Cowes","Isle of White","PO31 7PJ","Великобритания"
10799,"KOENE",9,"12/26/97 00:00:00","02/06/98 00:00:00","01/05/98 00:00:00",3,30.7600,"Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
10800,"SEVES",1,"12/26/97 00:00:00","01/23/98 00:00:00","01/05/98 00:00:00",3,137.4400,"Seven Seas Imports","90 Wadhurst Rd.","Лондон",,"OX15 4NB","Великобритания"
10801,"BOLID",4,"12/29/97 00:00:00","01/26/98 00:00:00","12/31/97 00:00:00",2,97.0900,"Bolido Comidas preparadas","C/ Araquil, 67","Мадрид",,"28023","Испания"
10802,"SIMOB",4,"12/29/97 00:00:00","01/26/98 00:00:00","01/02/98 00:00:00",2,257.2600,"Simons bistro","Vinbaeltet 34","Копенгаген",,"1734","Дания"
10803,"WELLI",4,"12/30/97 00:00:00","01/27/98 00:00:00","01/06/98 00:00:00",1,55.2300,"Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10804,"SEVES",6,"12/30/97 00:00:00","01/27/98 00:00:00","01/07/98 00:00:00",2,27.3300,"Seven Seas Imports","90 Wadhurst Rd.","Лондон",,"OX15 4NB","Великобритания"
10805,"THEBI",2,"12/30/97 00:00:00","01/27/98 00:00:00","01/09/98 00:00:00",3,237.3400,"The Big Cheese","89 Jefferson Way
Suite 2","Портленд","OR","97201","США"
10806,"VICTE",3,"12/31/97 00:00:00","01/28/98 00:00:00","01/05/98 00:00:00",2,22.1100,"Victuailles en stock","2, rue du Commerce","Лион",,"69004","Франция"
10807,"FRANS",4,"12/31/97 00:00:00","01/28/98 00:00:00","01/30/98 00:00:00",1,1.3600,"Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
10808,"OLDWO",2,"01/01/98 00:00:00","01/29/98 00:00:00","01/09/98 00:00:00",3,45.5300,"Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10809,"WELLI",7,"01/01/98 00:00:00","01/29/98 00:00:00","01/07/98 00:00:00",1,4.8700,"Wellington Importadora","Rua do Mercado, 12","Ресенде","SP","08737-363","Бразилия"
10810,"LAUGB",2,"01/01/98 00:00:00","01/29/98 00:00:00","01/07/98 00:00:00",3,4.3300,"Laughing Bacchus Wine Cellars","2319 Elm St.","Ванкувер","BC","V3F 2K1","Канада"
10811,"LINOD",8,"01/02/98 00:00:00","01/30/98 00:00:00","01/08/98 00:00:00",1,31.2200,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
10812,"REGGC",5,"01/02/98 00:00:00","01/30/98 00:00:00","01/12/98 00:00:00",1,59.7800,"Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
10813,"RICAR",1,"01/05/98 00:00:00","02/02/98 00:00:00","01/09/98 00:00:00",1,47.3800,"Ricardo Adocicados","Av. Copacabana, 267","Рио-де-Жанейро","RJ","02389-890","Бразилия"
10814,"VICTE",3,"01/05/98 00:00:00","02/02/98 00:00:00","01/14/98 00:00:00",3,130.9400,"Victuailles en stock","2, rue du Commerce","Лион",,"69004","Франция"
