,КодЗаказа,КодТовара,Цена_x,Количество,Скидка,Марка,КодПоставщика,КодТипа,ЕдиницаИзмерения,Цена_y,НаСкладе,Ожидается,МинимальныйЗапас,ПоставкиПрекращены,Категория,Описание
1611,10623,19,92.0,15,0.10000000099999999,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1612,10647,19,92.0,30,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1613,10651,19,92.0,12,0.25,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1614,10676,19,92.0,7,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1615,10681,19,92.0,30,0.10000000099999999,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1616,10697,19,92.0,7,0.25,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1617,10710,19,92.0,5,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1618,10711,19,92.0,12,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1619,10788,19,92.0,50,0.050000000700000005,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1620,10803,19,92.0,24,0.050000000700000005,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1621,10811,19,92.0,15,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1622,10831,19,92.0,2,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1623,10847,19,92.0,12,0.200000003,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1624,10875,19,92.0,25,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1625,10910,19,92.0,12,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1626,10926,19,92.0,7,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1627,10967,19,92.0,12,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1628,11012,19,92.0,50,0.050000000700000005,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1629,11022,19,92.0,35,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1630,11066,19,92.0,42,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1631,11076,19,92.0,10,0.25,Louisiana Fiery Hot Pepper Sauce,2,2,32 бутылки по 237 мл,947.25,76,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1632,10282,30,207.0,6,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1633,10306,30,207.0,10,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1634,10327,30,207.0,35,0.200000003,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1635,10329,30,207.0,8,0.050000000700000005,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1636,10338,30,207.0,15,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1637,10380,30,207.0,18,0.10000000099999999,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1638,10401,30,207.0,18,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1639,10461,30,207.0,28,0.25,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1640,10468,30,207.0,8,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1641,10522,30,258.9,20,0.200000003,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1642,10524,30,258.9,10,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1643,10532,30,258.9,15,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1644,10534,30,258.9,10,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1645,10560,30,258.9,20,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1646,10650,30,258.9,30,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1647,10652,30,258.9,2,0.25,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1648,10719,30,258.9,3,0.25,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1649,10728,30,258.9,15,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1650,10734,30,258.9,15,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1651,10751,30,258.9,30,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1652,10786,30,258.9,15,0.200000003,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1653,10802,30,258.9,25,0.25,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1654,10834,30,258.9,20,0.050000000700000005,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1655,10866,30,258.9,40,0.25,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1656,10891,30,258.9,15,0.050000000700000005,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1657,10893,30,258.9,35,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1658,10897,30,258.9,36,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1659,10917,30,258.9,1,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1660,10957,30,258.9,30,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1661,11015,30,258.9,15,0.0,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1662,11065,30,258.9,4,0.25,Lakkalikoori,23,1,500 мл,810.0,57,0,20,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1663,10283,15,124.0,20,0.0,Thuringer Rostbratwurst,12,6,50 коробок по 30 шт.,5570.55,25,0,35,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1664,10323,15,124.0,5,0.0,Thuringer Rostbratwurst,12,6,50 коробок по 30 шт.,5570.55,25,0,35,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1665,10500,15,155.0,12,0.050000000700000005,Thuringer Rostbratwurst,12,6,50 коробок по 30 шт.,5570.55,25,0,35,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1666,10579,15,155.0,10,0.0,Thuringer Rostbratwurst,12,6,50 коробок по 30 шт.,5570.55,25,0,35,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1667,10592,15,155.0,25,0.050000000700000005,Thuringer Rostbratwurst,12,6,50 коробок по 30 шт.,5570.55,25,0,35,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1668,10657,15,155.0,50,0.0,Thuringer Rostbratwurst,12,6,50 коробок по 30 шт.,5570.55,25,0,35,1,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1669,10284,67,112.0,5,0.25,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1670,10502,67,140.0,30,0.0,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1671,10544,67,140.0,7,0.0,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1672,10670,67,140.0,25,0.0,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1673,10775,67,140.0,3,0.0,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1674,10864,67,140.0,15,0.0,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1675,10911,67,140.0,15,0.0,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1676,10923,67,140.0,24,0.200000003,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1677,10939,67,140.0,40,0.150000006,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1678,11054,67,140.0,20,0.0,Chef Anton's Cajun Seasoning,2,2,48 банок по 177 мл,990.0,53,0,0,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1679,10285,1,144.0,45,0.200000003,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1680,10294,1,144.0,18,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1681,10317,1,144.0,20,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1682,10348,1,144.0,15,0.150000006,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1683,10354,1,144.0,12,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1684,10370,1,144.0,15,0.150000006,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1685,10406,1,144.0,10,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1686,10413,1,144.0,24,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1687,10477,1,144.0,15,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1688,10522,1,180.0,40,0.200000003,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1689,10526,1,180.0,8,0.150000006,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1690,10576,1,180.0,10,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1691,10590,1,180.0,20,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1692,10609,1,180.0,3,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1693,10611,1,180.0,6,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1694,10628,1,180.0,25,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1695,10646,1,180.0,15,0.25,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1696,10689,1,180.0,35,0.25,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1697,10691,1,180.0,30,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1698,10700,1,180.0,5,0.200000003,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1699,10729,1,180.0,50,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1700,10752,1,180.0,8,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1701,10838,1,180.0,4,0.25,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1702,10847,1,180.0,80,0.200000003,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1703,10863,1,180.0,20,0.150000006,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1704,10869,1,180.0,40,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1705,10905,1,180.0,20,0.050000000700000005,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1706,10911,1,180.0,10,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1707,10918,1,180.0,60,0.25,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1708,10935,1,180.0,21,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1709,11003,1,180.0,4,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1710,11005,1,180.0,2,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1711,11006,1,180.0,8,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1712,11025,1,180.0,10,0.10000000099999999,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1713,11031,1,180.0,45,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1714,11035,1,180.0,10,0.0,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1715,11047,1,180.0,25,0.25,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1716,11070,1,180.0,40,0.150000006,Genen Shouyu,6,1,24 бутылки по 250 мл,697.5,39,0,5,1,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1717,10287,34,112.0,20,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1718,10315,34,112.0,14,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1719,10358,34,112.0,10,0.050000000700000005,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1720,10367,34,112.0,36,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1721,10386,34,112.0,10,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1722,10438,34,112.0,20,0.200000003,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1723,10483,34,112.0,35,0.050000000700000005,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1724,10548,34,140.0,10,0.25,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1725,10573,34,140.0,40,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1726,10688,34,140.0,14,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1727,10700,34,140.0,12,0.200000003,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1728,10757,34,140.0,30,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1729,10805,34,140.0,10,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1730,10890,34,140.0,10,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1731,10937,34,140.0,20,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1732,10990,34,140.0,60,0.150000006,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1733,11008,34,140.0,90,0.050000000700000005,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1734,11063,34,140.0,30,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1735,11066,34,140.0,35,0.0,Geitost,15,4,500 г,112.5,112,0,20,0,Молочные продукты,"Сыры, творог, сметана и пр."
1736,10287,46,96.0,15,0.150000006,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1737,10324,46,96.0,30,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1738,10390,46,96.0,45,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1739,10395,46,96.0,28,0.10000000099999999,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1740,10417,46,96.0,2,0.25,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1741,10428,46,96.0,20,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1742,10436,46,96.0,5,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1743,10454,46,96.0,10,0.200000003,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1744,10459,46,96.0,20,0.050000000700000005,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1745,10466,46,96.0,5,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1746,10512,46,120.0,9,0.150000006,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1747,10643,46,120.0,2,0.25,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1748,10644,46,120.0,21,0.10000000099999999,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1749,10657,46,120.0,45,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1750,10670,46,120.0,60,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1751,10696,46,120.0,18,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1752,10713,46,120.0,24,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1753,10743,46,120.0,28,0.050000000700000005,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1754,10813,46,120.0,35,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1755,10876,46,120.0,21,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1756,10943,46,120.0,15,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1757,10969,46,120.0,9,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1758,10997,46,120.0,20,0.25,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1759,11001,46,120.0,25,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1760,11019,46,120.0,3,0.0,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1761,11075,46,120.0,30,0.150000006,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1762,11077,46,120.0,3,0.0199999996,Rogede sild,21,8,1 кг упаковка,427.5,5,70,15,0,Рыбопродукты,"Водоросли, крабы, устрицы, рыбы"
1763,10288,54,59.0,10,0.10000000099999999,Perth Pasties,24,6,48 штук,1476.0,10,15,24,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1764,10306,54,59.0,5,0.0,Perth Pasties,24,6,48 штук,1476.0,10,15,24,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1765,10331,54,59.0,15,0.0,Perth Pasties,24,6,48 штук,1476.0,10,15,24,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1766,10349,54,59.0,24,0.0,Perth Pasties,24,6,48 штук,1476.0,10,15,24,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1767,10352,54,59.0,20,0.150000006,Perth Pasties,24,6,48 штук,1476.0,10,15,24,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
